taxon;taxonid;taxon_group;tax_orig;tax_origid;tax_orig_taal;tax_canon
Alliaria petiolata (Bieb.) Cavara et Grande;INBSYS0000010566;VP;look-zonder-look;TX2009083118482521;nl;Alliaria petiolata
Alliaria petiolata (Bieb.) Cavara et Grande;INBSYS0000010566;VP;Alliaria officinalis Andrz. ex Bieb.;INBSYS0000015926;Sci;Alliaria petiolata
Alliaria petiolata (Bieb.) Cavara et Grande;INBSYS0000010566;VP;Sisymbrium alliaria (L.) Scop.;INBSYS0000016227;Sci;Alliaria petiolata
Allium;INBSYS0000013599;VP;look (g);TX2009083118483484;nl;Allium
Allium carinatum L.;INBSYS0000013604;VP;Allium carinatum L.;INBSYS0000013604;Sci;Allium carinatum
Allium cepa L.;INBSYS0000013629;VP;ui;TX2009083118482737;nl;Allium cepa
Allium fistulosum L.;INBSYS0000016523;VP;grof bieslook;TX2009083118482837;nl;Allium fistulosum
Allium moly L.;INBSYS0000015049;VP;Allium moly L.;INBSYS0000015049;Sci;Allium moly
Allium oleraceum L.;INBSYS0000013603;VP;moeslook;TX2009083118482953;nl;Allium oleraceum
Allium paradoxum (Bieb.) G. Don;INBSYS0000010565;VP;armbloemig look;TX2009083118483053;nl;Allium paradoxum
Allium paradoxum (Bieb.) G. Don var. paradoxum;INBSYS0000010564;VP;armbloemig look var. paradoxum;TX2009083118483168;nl;Allium paradoxum var. paradoxum
Allium porrum L.;INBSYS0000013630;VP;Allium porrum L.;INBSYS0000013630;Sci;Allium porrum
Allium ramosum L.;TI2025042200002473;VP;chinees bieslook;TI2025042200003685;nl;Allium ramosum
Allium schoenoprasum L.;INBSYS0000013605;VP;bieslook;TX2009083118483268;nl;Allium schoenoprasum
Allium scorodoprasum L.;INBSYS0000013600;VP;slangenlook;TX2009083118483384;nl;Allium scorodoprasum
Allium sphaerocephalon L.;INBSYS0000013601;VP;kogellook;TX2009083118483500;nl;Allium sphaerocephalon
Allium triquetrum L.;TI2025042200002474;VP;driekantig look;TX2009083118483600;nl;Allium triquetrum
Allium ursinum L.;INBSYS0000013606;VP;daslook;TX2009083118483715;nl;Allium ursinum
Allium vineale L.;INBSYS0000013602;VP;kraailook;TX2009083118483815;nl;Allium vineale
Alnus;INBSYS0000015284;VP;els (g);TX2009083118484246;nl;Alnus
Alnus cordata (Loisel.) Duby;INBSYS0000016796;VP;hartbladige els;TX2009083118483931;nl;Alnus cordata
Alnus glutinosa (L.) Gaertn.;INBSYS0000016797;VP;zwarte els;TX2009083118484031;nl;Alnus glutinosa
Alnus incana (L.) Moench;INBSYS0000014414;VP;witte els;TX2009083118484146;nl;Alnus incana
Alnus x pubescens Tausch;INBSYS0000014413;VP;zwarte x witte els;TX2009083118484362;nl;Alnus x pubescens
Aloina;INBSYS0000001823;BR;aloëmos (g);TX2009083120192059;nl;Aloina
Aloina aloides (W.D.J.Koch ex Schultz) Kindb.;TI2025042200002475;BR;gewoon aloëmos;TX2009083120191843;nl;Aloina aloides
Aloina ambigua (Bruch & Schimp.) Limpr.;INBSYS0000001133;BR;Aloina ambigua (Bruch & Schimp.) Limpr.;INBSYS0000001133;Sci;Aloina ambigua
Aloina rigida (Hedw.) Limpr.;INBSYS0000001278;BR;gezoomd aloëmos;TX2009083120191943;nl;Aloina rigida
Alopecurus;INBSYS0000015285;VP;vossenstaart (g);TX2009083118485040;nl;Alopecurus
Alopecurus aequalis Sobol.;INBSYS0000013790;VP;rosse vossenstaart;TX2009083118484478;nl;Alopecurus aequalis
Alopecurus aequalis Sobol.;INBSYS0000013790;VP;Alopecurus fulvus Smith;INBSYS0000010562;Sci;Alopecurus aequalis
Alopecurus bulbosus Gouan;INBSYS0000013791;VP;knolvossenstaart;TX2009083118484593;nl;Alopecurus bulbosus
Alopecurus myosuroides Huds.;INBSYS0000016798;VP;duist;TX2009083118484709;nl;Alopecurus myosuroides
Alopecurus myosuroides Huds.;INBSYS0000016798;VP;Alopecurus agrestis L.;INBSYS0000015927;Sci;Alopecurus myosuroides
Alopecurus pratensis L.;INBSYS0000013788;VP;grote vossenstaart;TX2009083118484825;nl;Alopecurus pratensis
Alopecurus rendlei Eig;INBSYS0000016524;VP;blaasvossenstaart;TX2009083118484925;nl;Alopecurus rendlei
Alopecurus rendlei Eig;INBSYS0000016524;VP;Alopecurus utriculatus (L.) Pers. non Banks et Soland.;INBSYS0000010561;Sci;Alopecurus rendlei
Alternanthera;INBSYS0000016468;VP;Alternanthera;INBSYS0000016468;Sci;Alternanthera
Alternanthera caracasana Humb., Bonpl. et Kunth;INBSYS0000010560;VP;Alternanthera caracasana Humb., Bonpl. et Kunth;INBSYS0000010560;Sci;Alternanthera caracasana
Alternanthera denticulata R. Brown;INBSYS0000010559;VP;Alternanthera denticulata R. Brown;INBSYS0000010559;Sci;Alternanthera denticulata
Alternanthera nodiflora R. Brown;INBSYS0000010558;VP;Alternanthera nodiflora R. Brown;INBSYS0000010558;Sci;Alternanthera nodiflora
Alternanthera paronychioides St. Hil.;INBSYS0000010557;VP;Alternanthera paronychioides St. Hil.;INBSYS0000010557;Sci;Alternanthera paronychioides
Alternanthera philoxeroides (Mart.) Griseb.;TI2025042200002476;VP;alligatorkruid;TI2025042200003546;nl;Alternanthera philoxeroides
Alternanthera pungens Humb., Bonpl. et Kunth;INBSYS0000010556;VP;Alternanthera pungens Humb., Bonpl. et Kunth;INBSYS0000010556;Sci;Alternanthera pungens
Alternanthera sessilis (L.) DC.;INBSYS0000010555;VP;Alternanthera sessilis (L.) DC.;INBSYS0000010555;Sci;Alternanthera sessilis
Alternanthera tenella Colla;INBSYS0000010554;VP;Alternanthera tenella Colla;INBSYS0000010554;Sci;Alternanthera tenella
Althaea;INBSYS0000015286;VP;heemst (g);TX2009083118485471;nl;Althaea
Althaea officinalis L.;INBSYS0000014071;VP;heemst;TX2009083118485256;nl;Althaea officinalis
Alyssum;INBSYS0000015287;VP;schildzaad (g);TX2009083118485787;nl;Alyssum
Alyssum alyssoides (L.) L.;INBSYS0000013911;VP;bleek schildzaad;TX2009083118485571;nl;Alyssum alyssoides
Alyssum alyssoides (L.) L.;INBSYS0000013911;VP;Alyssum calycinum L.;INBSYS0000015930;Sci;Alyssum alyssoides
Alyssum montanum L.;INBSYS0000016525;VP;Alyssum montanum L.;INBSYS0000016525;Sci;Alyssum montanum
Alyssum murale Waldst. et Kit.;INBSYS0000010553;VP;Alyssum murale Waldst. et Kit.;INBSYS0000010553;Sci;Alyssum murale
Alyssum saxatile L.;INBSYS0000013912;VP;Aurinia saxatilis (L.) Desv.;INBSYS0000017267;Sci;Alyssum saxatile
Alyssum saxatile L.;INBSYS0000013912;VP;rotsschildzaad;TX2009083118485687;nl;Alyssum saxatile
Alyssum simplex Rudolphi;INBSYS0000016526;VP;Alyssum campestre auct.;INBSYS0000010551;Sci;Alyssum simplex
Alyssum simplex Rudolphi;INBSYS0000016526;VP;Alyssum minus Rothm.;INBSYS0000010552;Sci;Alyssum simplex
Alyxoria culmigena (Lib.) Ertz;TI2025042200002477;LI;Opegrapha herbarum Mont.;INBSYS0000057926;Sci;Alyxoria culmigena
Alyxoria culmigena (Lib.) Ertz;TI2025042200002477;LI;rivierschriftmos;TI2025042200004384;nl;Alyxoria culmigena
Alyxoria ochrocheila (Nyl.) Ertz & Tehler;TI2025042200002478;LI;Opegrapha ochrocheila Nyl.;INBSYS0000057929;Sci;Alyxoria ochrocheila
Alyxoria ochrocheila (Nyl.) Ertz & Tehler;TI2025042200002478;LI;geel schriftmos;TI2025042200003826;nl;Alyxoria ochrocheila
Alyxoria varia (Pers.) Ertz & Tehler;TI2025042200002479;LI;kort schriftmos;TI2025042200004176;nl;Alyxoria varia
Alyxoria varia (Pers.) Ertz & Tehler;TI2025042200002479;LI;Opegrapha varia Pers.;INBSYS0000057927;Sci;Alyxoria varia
Amandinea;TX2009083117593296;LI;Amandinea;TX2009083117593296;Sci;Amandinea
Amaranthus;INBSYS0000015288;VP;amarant (g);TX2009083118491428;nl;Amaranthus
Amaranthus acutilobus Uline et Bray;INBSYS0000010550;VP;Amaranthus acutilobus Uline et Bray;INBSYS0000010550;Sci;Amaranthus acutilobus
Amaranthus albus L.;INBSYS0000014034;VP;witte amarant;TX2009083118485803;nl;Amaranthus albus
Amaranthus blitoides S.Watson;TI2025042200002480;VP;nerfamarant;TX2009083118490118;nl;Amaranthus blitoides
Amaranthus blitum L.;INBSYS0000014035;VP;kleine majer;TX2009083118490234;nl;Amaranthus blitum
Amaranthus blitum L.;INBSYS0000014035;VP;Euxolus viridis auct.;INBSYS0000010547;Sci;Amaranthus blitum
Amaranthus blitum L.;INBSYS0000014035;VP;Amaranthus lividus L.;INBSYS0000015934;Sci;Amaranthus blitum
Amaranthus blitum L. subsp. blitum;TX2009083116315828;VP;kleine majer subsp. blitum;TX2009083118485903;nl;Amaranthus blitum subsp. blitum
Amaranthus blitum L. subsp. emarginatus (Moq. ex Uline et Bray) Carretero et al.;TX2009083116315928;VP;kleine majer subsp. emarginatus;TX2009083118490018;nl;Amaranthus blitum subsp. emarginatus
Amaranthus capensis Thell.;INBSYS0000015085;VP;Amaranthus capensis Thell.;INBSYS0000015085;Sci;Amaranthus capensis
Amaranthus capensis Thell. subsp. uncinatus (Thell.) Brenan;TX2009083116320743;VP;Amaranthus capensis Thell. subsp. uncinatus (Thell.) Brenan;TX2009083116320743;Sci;Amaranthus capensis subsp. uncinatus
Amaranthus caudatus L.;INBSYS0000015020;VP;kattenstaartamarant;TX2009083118490450;nl;Amaranthus caudatus
Amaranthus clementii Domin;TI2025042200002481;VP;Amaranthus pallidiflorus F. Muell.;INBSYS0000010533;Sci;Amaranthus clementii
Amaranthus crispus (Lesp. et Thév.) N. Terrac.;INBSYS0000010545;VP;Amaranthus crispus (Lesp. et Thév.) N. Terrac.;INBSYS0000010545;Sci;Amaranthus crispus
Amaranthus cruentus L.;INBSYS0000015136;VP;Amaranthus hybridus L. subsp. cruentus (L.) Thell.;TX2009083118193550;Sci;Amaranthus cruentus
Amaranthus cruentus L.;INBSYS0000015136;VP;Amaranthus hybridus L. subsp. incurvatus auct. non (Timeroy ex Gren. et Godr.) Brenan;TX2009083118193665;Sci;Amaranthus cruentus
Amaranthus deflexus L.;INBSYS0000015019;VP;liggende majer;TX2009083118490550;nl;Amaranthus deflexus
Amaranthus graecizans L.;INBSYS0000015093;VP;afrikaanse amarant;TX2009083118490665;nl;Amaranthus graecizans
Amaranthus hybridus L.;INBSYS0000014033;VP;groene amarant;TX2009083118490981;nl;Amaranthus hybridus
Amaranthus hybridus L. subsp. bouchonii (Thell.) O. Bolòs et Vigo;TX2009083118193350;VP;Amaranthus bouchonii Thell.;INBSYS0000015074;Sci;Amaranthus hybridus subsp. bouchonii
Amaranthus hybridus L. subsp. bouchonii (Thell.) O. Bolòs et Vigo;TX2009083118193350;VP;franse amarant;TI2025042200003808;nl;Amaranthus hybridus subsp. bouchonii
Amaranthus hybridus L. subsp. hybridus;TX2009083118193965;VP;basterdamarant;TI2025042200003566;nl;Amaranthus hybridus subsp. hybridus
Amaranthus hybridus L. var. erythrostachys Moq.;TX2009083116321359;VP;Amaranthus hypochondriacus L.;INBSYS0000015933;Sci;Amaranthus hybridus var. erythrostachys
Amaranthus hybridus L. var. erythrostachys Moq.;TX2009083116321359;VP;Amaranthus hybridus L. subsp. hypochondriacus (L.) Thell.;TX2009083118194065;Sci;Amaranthus hybridus var. erythrostachys
Amaranthus hybridus L. var. erythrostachys Moq.;TX2009083116321359;VP;Amaranthus chlorostachys Willd. var. erythrostachys (Moq.) Aell.;TX2009083118194265;Sci;Amaranthus hybridus var. erythrostachys
Amaranthus hybridus L. var. hybridus;TX2009083116321143;VP;Amaranthus hybridus L. var. hybridus;TX2009083116321143;Sci;Amaranthus hybridus var. hybridus
Amaranthus hybridus L. var. pseudoretroflexus (Thell.) Carretero;TX2009083116321043;VP;Amaranthus chlorostachys Willd. var. pseudoretroflexus Thell.;TX2009083118193765;Sci;Amaranthus hybridus var. pseudoretroflexus
Amaranthus hybridus L. var. pseudoretroflexus (Thell.) Carretero;TX2009083116321043;VP;Amaranthus powellii S.Watson;TI2025042200004707;Sci;Amaranthus hybridus var. pseudoretroflexus
Amaranthus macrocarpus Benth.;INBSYS0000016527;VP;Amaranthus macrocarpus Benth.;INBSYS0000016527;Sci;Amaranthus macrocarpus
Amaranthus mitchelii Benth.;INBSYS0000010535;VP;Amaranthus mitchelii Benth.;INBSYS0000010535;Sci;Amaranthus mitchelii
Amaranthus muricatus (Moq.) Gillies ex Hicken;INBSYS0000010534;VP;Amaranthus muricatus (Moq.) Gillies ex Hicken;INBSYS0000010534;Sci;Amaranthus muricatus
Amaranthus palmeri S.Watson;TI2025042200002482;VP;tweehuizige amarant;TX2009083118491196;nl;Amaranthus palmeri
Amaranthus polygonoides L.;INBSYS0000010532;VP;Amaranthus polygonoides L.;INBSYS0000010532;Sci;Amaranthus polygonoides
Amaranthus quitensis Kunth;INBSYS0000014958;VP;ecuadoriaanse amarant;TX2009083118491212;nl;Amaranthus quitensis
Amaranthus retroflexus L.;INBSYS0000014032;VP;papegaaienkruid;TX2009083118491312;nl;Amaranthus retroflexus
Amaranthus rudis J.Sauer;INBSYS0000010531;VP;Amaranthus rudis J.Sauer;INBSYS0000010531;Sci;Amaranthus rudis
Amaranthus spinosus L.;INBSYS0000016528;VP;Amaranthus spinosus L.;INBSYS0000016528;Sci;Amaranthus spinosus
Amaranthus standleyanus Parodi ex Covas;INBSYS0000016801;VP;Amaranthus vulgatissimus auct. non Spegazz.;INBSYS0000010530;Sci;Amaranthus standleyanus
Amaranthus standleyanus Parodi ex Covas;INBSYS0000016801;VP;argentijnse amarant;TX2009083118491528;nl;Amaranthus standleyanus
Amaranthus tamariscinus Nutt.;INBSYS0000010529;VP;Amaranthus tamariscinus Nutt.;INBSYS0000010529;Sci;Amaranthus tamariscinus
Amaranthus thunbergii Moq.;INBSYS0000015144;VP;Amaranthus thunbergii Moq.;INBSYS0000015144;Sci;Amaranthus thunbergii
Amaranthus tuberculatus (Moq.) Sauer;INBSYS0000010528;VP;Amaranthus tuberculatus (Moq.) Sauer;INBSYS0000010528;Sci;Amaranthus tuberculatus
Amaranthus viridis L.;INBSYS0000016529;VP;Amaranthus gracilis Desf.;INBSYS0000010527;Sci;Amaranthus viridis
Amaranthus x ozanonii (Thell.) C. Schuster et M. Goldschm.;INBSYS0000010526;VP;Amaranthus x ozanonii (Thell.) C. Schuster et M. Goldschm.;INBSYS0000010526;Sci;Amaranthus x ozanonii
Amaranthus x ralletii Contré ex d'Alleiz. et Loiseau;INBSYS0000010525;VP;Amaranthus x ralletii Contré ex d'Alleiz. et Loiseau;INBSYS0000010525;Sci;Amaranthus x ralletii
Amblyodon;INBSYS0000001824;BR;stomptandmos (g);TI2025042200004513;nl;Amblyodon
Amblyodon dealbatus (Hedw.) P.Beauv.;INBSYS0000002346;BR;stomptandmos;TI2025042200004512;nl;Amblyodon dealbatus
Amblystegium;INBSYS0000001825;BR;pluisdraadmos (g);TX2009083120192590;nl;Amblystegium
Amblystegium serpens (Hedw.) Schimp.;INBSYS0000001326;BR;gewoon pluisdraadmos;TX2009083120192490;nl;Amblystegium serpens
Ambrosia;INBSYS0000015289;VP;ambrosia (g);TX2009083118491859;nl;Ambrosia
Ambrosia artemisiifolia L.;INBSYS0000014691;VP;alsemambrosia;TX2009083118491643;nl;Ambrosia artemisiifolia
Ambrosia artemisiifolia L.;INBSYS0000014691;VP;Ambrosia elatior L.;INBSYS0000015935;Sci;Ambrosia artemisiifolia
Ambrosia psilostachya DC.;TI2025042200002483;VP;Ambrosia coronopifolia Torr. et A. Gray;INBSYS0000010523;Sci;Ambrosia psilostachya
Ambrosia psilostachya DC.;TI2025042200002483;VP;zandambrosia;TX2009083118491743;nl;Ambrosia psilostachya
Ambrosia trifida L.;INBSYS0000015196;VP;drielobbige ambrosia;TX2009083118491959;nl;Ambrosia trifida
Amelanchier;INBSYS0000015290;VP;krenteboompje (g);TX2009083118492290;nl;Amelanchier
Amelanchier lamarckii F.G. Schroeder;INBSYS0000010522;VP;amerikaans krentenboompje;TX2009083118492075;nl;Amelanchier lamarckii
Amelanchier lamarckii F.G. Schroeder;INBSYS0000010522;VP;Amelanchier laevis auct.;INBSYS0000010520;Sci;Amelanchier lamarckii
Amelanchier lamarckii F.G. Schroeder;INBSYS0000010522;VP;Amelanchier canadensis auct.;INBSYS0000010521;Sci;Amelanchier lamarckii
Amelanchier ovalis Med.;INBSYS0000010519;VP;Amelanchier rotundifolia Dum.-Courset;INBSYS0000010517;Sci;Amelanchier ovalis
Amelanchier ovalis Med.;INBSYS0000010519;VP;Amelanchier vulgaris Moench;INBSYS0000010518;Sci;Amelanchier ovalis
Amelanchier ovalis Med.;INBSYS0000010519;VP;europees krentenboompje;TX2009083118492190;nl;Amelanchier ovalis
Amelanchier spicata (Lam.) K.Koch;TI2025042200002484;VP;dwergkrentenboomje;TI2025042200003769;nl;Amelanchier spicata
Ammi;INBSYS0000015291;VP;akkerscherm (g);TX2009083118492406;nl;Ammi
Ammi majus L.;INBSYS0000014329;VP;groot akkerscherm;TX2009083118492306;nl;Ammi majus
Ammobium;INBSYS0000016469;VP;Ammobium;INBSYS0000016469;Sci;Ammobium
Ammobium alatum R. Brown;INBSYS0000010516;VP;Ammobium alatum R. Brown;INBSYS0000010516;Sci;Ammobium alatum
Ammophila;INBSYS0000015292;VP;helm (g);TX2009083118492737;nl;Ammophila
Ammophila arenaria (L.) Link;INBSYS0000013775;VP;helm;TX2009083118492621;nl;Ammophila arenaria
Ammophila arenaria (L.) Link;INBSYS0000013775;VP;Calamagrostis arenaria Roth;TI2025042200004719;Sci;Ammophila arenaria
Amorpha;INBSYS0000010514;VP;Amorpha;INBSYS0000010514;Sci;Amorpha
Amorpha fruticosa L.;INBSYS0000010515;VP;Amorpha fruticosa L.;INBSYS0000010515;Sci;Amorpha fruticosa
Ampelopsis glandulosa (Wall.) Momiy.;TI2025042200002485;VP;kamerwingerd;TI2025042200004090;nl;Ampelopsis glandulosa
Amphidium;INBSYS0000001826;BR;druiprotsmos (g);TX2009083120192921;nl;Amphidium
Amphidium mougeotii (Bruch & Schimp.) Schimp.;TX2009083117423956;BR;druiprotsmos;TX2009083120192821;nl;Amphidium mougeotii
Amsinckia;INBSYS0000015293;VP;amsinckia (g);TX2009083118493053;nl;Amsinckia
Amsinckia lycopsoides Lehm. ex Fisch. et C.A. Mey.;INBSYS0000010512;VP;kromhals-amsinckia;TX2009083118492837;nl;Amsinckia lycopsoides
Amsinckia lycopsoides Lehm. ex Fisch. et C.A. Mey.;INBSYS0000010512;VP;Amsinckia menziesii (Lehm. ex Fisch. et C.A. Mey.) A. Nelson et Macbr.;INBSYS0000010513;Sci;Amsinckia lycopsoides
Amsinckia micrantha Suksd.;INBSYS0000015070;VP;kleinbloemige amsinckia;TX2009083118492953;nl;Amsinckia micrantha
Amsinckia micrantha Suksd.;INBSYS0000015070;VP;Amsinckia menziesii auct. non (Lehm. ex Fisch. et C.A. Mey.) A. Nelson et Macbr.;TX2009083118195296;Sci;Amsinckia micrantha
Anacamptis;INBSYS0000015294;VP;hondskruid (g);TX2009083118493268;nl;Anacamptis
Anacamptis coriophora (L.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002486;VP;wantsenorchis;TX2009083120495718;nl;Anacamptis coriophora
Anacamptis coriophora (L.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002486;VP;Orchis coriophora L.;INBSYS0000009151;Sci;Anacamptis coriophora
Anacamptis coriophora (L.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002486;VP;Anteriorchis coriophora (L.) E. Klein et Strack;INBSYS0000009152;Sci;Anacamptis coriophora
Anacamptis laxiflora (Lam.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002487;VP;Orchis laxiflora Lam.;INBSYS0000013648;Sci;Anacamptis laxiflora
Anacamptis laxiflora (Lam.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002487;VP;ijle orchis;TX2009083120495834;nl;Anacamptis laxiflora
Anacamptis morio (L.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002488;VP;harlekijn;TX2009083120500150;nl;Anacamptis morio
Anacamptis morio (L.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002488;VP;Orchis morio L.;INBSYS0000013647;Sci;Anacamptis morio
Anacamptis palustris (Jacq.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002489;VP;Orchis palustris Jacq.;INBSYS0000016608;Sci;Anacamptis palustris
Anacamptis palustris (Jacq.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002489;VP;moerasorchis;TX2009083120500265;nl;Anacamptis palustris
Anacamptis palustris (Jacq.) R.M. Bateman, Pridgeon et M.W. Chase;TI2025042200002489;VP;Orchis laxiflora Lam. subsp. palustris (Jacq.) Bonnier et Layens;TX2009083118360143;Sci;Anacamptis palustris
Anacamptis pyramidalis (L.) L.C.M. Rich.;INBSYS0000010510;VP;hondskruid;TX2009083118493168;nl;Anacamptis pyramidalis
Anacyclus;INBSYS0000017240;VP;Anacyclus;INBSYS0000017240;Sci;Anacyclus
Anacyclus clavatus (Desf.) Pers.;INBSYS0000016530;VP;Anacyclus clavatus (Desf.) Pers.;INBSYS0000016530;Sci;Anacyclus clavatus
Anacyclus radiatus Lois.;INBSYS0000016531;VP;Anacyclus radiatus Lois.;INBSYS0000016531;Sci;Anacyclus radiatus
Anacyclus valentinus L.;INBSYS0000016532;VP;Anacyclus valentinus L.;INBSYS0000016532;Sci;Anacyclus valentinus
Anagallis;INBSYS0000015295;VP;guichelheil (g);TX2009083118493715;nl;Anagallis
Anagallis arvensis L.;INBSYS0000014465;VP;rood en blauw guichelheil;TX2009083118493500;nl;Anagallis arvensis
Anagallis arvensis L.;INBSYS0000014465;VP;Lysimachia arvensis (L.) U.Manns & Anderb.;TI2025042200004793;Sci;Anagallis arvensis
Anagallis arvensis L. subsp. arvensis;TX2009083116325853;VP;rood guichelheil;TX2009083118493384;nl;Anagallis arvensis subsp. arvensis
Anagallis arvensis L. subsp. arvensis;TX2009083116325853;VP;Anagallis phoenicea Scop.;INBSYS0000010509;Sci;Anagallis arvensis subsp. arvensis
Anagallis arvensis L. subsp. arvensis f. carnea;TI2025042200002490;VP;Anagallis arvensis L. subsp. arvensis f. carnea;TI2025042200002490;Sci;Anagallis arvensis f. carnea
Anagallis arvensis L. subsp. foemina (Mill.) Schinz et Thell.;TX2009083116325953;VP;Anagallis coerulea Schreb. non L.;INBSYS0000010507;Sci;Anagallis arvensis subsp. foemina
Anagallis arvensis L. subsp. foemina (Mill.) Schinz et Thell.;TX2009083116325953;VP;Anagallis foemina Mill.;INBSYS0000016802;Sci;Anagallis arvensis subsp. foemina
Anagallis arvensis L. subsp. foemina (Mill.) Schinz et Thell.;TX2009083116325953;VP;blauw guichelheil;TX2009083118493484;nl;Anagallis arvensis subsp. foemina
Anagallis arvensis L. subsp. foemina (Mill.) Schinz et Thell.;TX2009083116325953;VP;Lysimachia foemina (Mill.) U. Manns & Anderb.;TI2025042200004794;Sci;Anagallis arvensis subsp. foemina
Anagallis monelli L.;INBSYS0000016533;VP;Anagallis monelli L.;INBSYS0000016533;Sci;Anagallis monelli
Anaphalis;INBSYS0000015296;VP;Anaphalis;INBSYS0000015296;Sci;Anaphalis
Anaphalis margaritacea (L.) Benth.;INBSYS0000014725;VP;Anaphalis margaritacea (L.) Benth.;INBSYS0000014725;Sci;Anaphalis margaritacea
Anaptychia;TX2009083117593596;LI;Anaptychia;TX2009083117593596;Sci;Anaptychia
